Gene ID	O1 Ratio
id662	899.1653039597892
id663	833.3305154481811
id664	861.5820759441145
id665	829.506845759154
id666	115.53936911663764
id667	487.20003252659416
id668	859.910418054155
id669	674.7946708249772
id670	28.251231165574374
id671	169.98937111408353
id672	198.48044293370148
id673	790.908000360958
id674	572.760457512605
id675	456.77038236204027
id676	827.1536071495153
id677	543.1969437156225
id678	254.31923271313593
id679	35.22595682639596
id680	403.9848969859189
id681	591.8435726058193
id682	998.9569570444328
id683	767.1175200460449
id684	793.4476995527866
id685	848.3609491218058
id686	910.5251285042353
id687	400.23569081403065
id688	102.20365459904268
id689	990.0610501935528
id690	15.375844633909729
id691	324.1748804334855
id692	506.3546491326725
id693	273.97745980056055
id694	53.786517550858505
id695	904.8749923391919
id696	492.2775778866373
id697	548.9548996808534
id698	386.0326288125406
id699	355.7239841940746
id700	32.55671217069067
id701	303.0942436255194
id702	121.04883006644084
id703	807.1172913038121
id704	649.1928420608557
id705	303.4685649297303
id706	646.90844742463
id707	221.7211646126428
id708	278.18205204432445
id709	886.0017197097206
id710	844.8900134465508
id711	69.28918813161467
id712	342.72113104139834
id713	235.62807165147504
id714	402.68872296683566
id715	222.7319719014764
id716	466.71105515618274
id717	60.32835368571088
id718	807.3697340919871
id719	366.24239674997426
id720	815.8934340642218
id721	907.3630543408855
id722	794.9494456443093
id723	316.6298061329357
id724	140.86935088951847
id725	996.0015432450834
id726	261.02947249086327
id727	50.61813540115989
id728	214.4139371218854
id729	848.2716663706843
id730	895.6977539952857
id731	903.7150356026535
id732	504.9139195259286
id733	187.7306279333909
id734	95.94977349224831
id735	360.35988867977255
id736	608.4198809439513
id737	545.9856589274277
id738	30.172324370691726
id739	90.41066744380421
id740	173.71846717010098
id741	767.6679903694076
id742	81.77079821993449
id743	403.6311235695791
id744	797.9941252184854
id745	136.79173938155765
id746	282.8106936060546
id747	91.69099866609132
id748	645.0644739691757
id749	160.90475622481125
id750	763.5826109222576
id751	706.2939648329395
id752	343.8361939055262
id753	144.16556182811803
id754	690.2891081286668
id755	682.3993516928505
id756	61.544057418679074
id757	556.4571420896456
id758	640.5912652501534
id759	357.105107052223
id760	514.4983103755727
id761	862.87448274253
id762	875.541345834451
id763	857.6113747239812
id764	78.48069196415165
id765	916.3998020974401
id766	506.4671158087938
id767	35.78534865602345
id768	91.59274111633886
id769	236.3055611478161
id770	126.66297569541484
id771	112.19978003010145
id772	904.2745748909401
id773	495.80234909522017
id774	80.28130771627995
id775	459.1188687673755
id776	224.37635324380022
id777	324.6747499731547
id778	174.60697244091506
id779	999.7572016713177
id780	829.578225225856
id781	96.12545338634659
id782	306.9371456862159
id783	30.238535349233707
id784	775.1191888485179
id785	711.7738548577014
id786	173.57708421839578
id787	881.0330829989082
id788	811.7091875995603
id789	524.7325532703877
id790	956.0021836089304
id791	726.2534921442872
id792	846.6625963348147
id793	447.91114002433386
id794	638.0252952599141
id795	22.041014662986356
id796	930.7055991567291
id797	983.1736027597037
id798	397.847475377853
id799	509.3753352361136
id800	433.5738931471458
id801	376.7022096313213
id802	340.1594759863138
id803	451.99273895825354
id804	783.431185989054
id805	356.8970173568171
id806	686.0002377177418
id807	796.6990149700364
id808	388.3032117999453
id809	943.3671559852826
id810	421.8676147294248
id811	241.2150698675495
id812	132.13572284961717
id813	629.0461166123788
id814	324.61607518862525
id815	773.7947666101069
id816	143.74927263729165
id817	832.190297549631
id818	224.96458194311708
id819	109.20593718472816
id820	373.8775002719509
id821	890.996231798384
id822	349.97718948551307
id823	587.2673917350919
id824	883.639861898546
id825	30.798758902191192
id826	593.6682606678418
id827	522.9859009341204
id828	647.2135720820012
id829	672.288844471674
id830	604.9225816467027
id831	701.4390521888569
id832	102.13369146107942
id833	168.91625282908694
id834	653.2105545352337
id835	695.9012178082365
id836	642.5646030977869
id837	562.6189764164401
id838	335.1167810494481
id839	954.3117123235088
id840	744.0496051007594
id841	229.24801123478244
id842	318.49024863843954
id843	147.03502190780782
id844	432.66009745555556
id845	348.5319359704457
id846	486.0630427505911
id847	97.96592034191353
id848	367.1294425628604
id849	978.1535305291816
id850	36.67327180764779
id851	731.382351328534
id852	889.4705367845839
id853	137.4858870928446
id854	329.7675843038246
id855	858.5515503878893
id856	17.740965868323855
id857	713.7630558199219
id858	517.6472387589376
id859	300.9459479570846
id860	504.03252904438875
id861	191.93635362888907
id862	299.96085576525434
id863	801.0272781470766
id864	761.4269430811988
id865	179.1940746900006
id866	456.2361857343727
id867	406.9084204596874
id868	675.5732811796595
id869	446.0989388648913
id870	164.78218305092597
id871	533.8047468829145
id872	59.70648848838067
id873	738.5243632870568
id874	500.0816702962981
id875	703.0374817590183
id876	786.3407273746783
id877	928.0466335990559
id878	915.8340987329535
id879	38.45387629576014
id880	434.5353877168294
id881	163.17750532715803
id882	967.0968119954431
id883	960.480245863494
id884	628.5453056875701
id885	559.7975532372869
id886	2.512484371077317
id887	159.625308382478
id888	111.83117146326116
id889	626.3772255737423
id890	66.3991987066248
id891	854.1031239813307
id892	999.819960715311
id893	58.049991229652264
id894	790.518920422673
id895	540.3465097397674
id896	585.4694055911712
id897	753.3269128799773
id898	626.6291384941093
id899	930.5330440131482
id900	533.6043874215777
id901	908.2205026967364
id902	373.4613454762998
id903	537.8476064449391
id904	293.15749026140446
id905	824.7704135848676
id906	585.5593680649407
id907	418.05692823625304
id908	80.85981810688448
id909	634.4415106807941
id910	116.44935379658328
id911	905.0732399894092
id912	845.5921154761684
id913	481.59053740659954
id914	744.9024816054556
id915	788.535175626125
id916	209.52073273154082
id917	838.1745884551907
id918	560.5904191900355
id919	273.0367662677852
id920	500.30656884515344
id921	528.1011852600965
id922	544.2225263354223
id923	231.485465230048
id924	638.0894592947468
id925	728.0957836671708
id926	567.2932326185766
id927	719.1729594379362
id928	821.6144080321068
id929	681.6899062207268
id930	857.8565591884438
id931	450.49342425053516
id932	669.7802754483611
id933	113.90911539570136
id934	831.2843149104912
id935	956.8454755997033
id936	718.0554329202038
id937	366.46650248849267
id938	68.75305053731783
id939	442.10602276807185
id940	943.6189854992363
id941	86.74458754768544
id942	141.2444719751935
id943	931.1653200640237
id944	298.75043270166015
id945	898.5743033101274
id946	923.1327431084801
id947	167.3642760137305
id948	68.90430830717665
id949	858.7968571248769
id950	16.970903694246587
id951	856.2767743258032
id952	240.0707993921205
id953	660.8204792220699
id954	919.8786955420319
id955	276.1311831764053
id956	959.4372662992488
id957	484.86096784001677
id958	601.9715860490733
id959	979.266631631539
id960	604.0294010188798
id961	114.28116075497341
id962	238.56157322689063
id963	294.3715805127688
id964	933.9251867789825
id965	438.4212056581336
id966	940.3979537246428
id967	605.8533835195395
id968	299.7988730387016
id969	744.5381427446542
id970	460.00631237054057
id971	934.539562073217
id972	898.9657979460377
id973	264.9495388955934
id974	17.2223164850549
id975	173.01233288361894
id976	629.7635647720923
id977	290.20303524768053
id978	583.3066744183374
id979	439.2304363845465
id980	181.01858959841599
id981	785.0696323976164
id982	190.5659993074019
id983	403.6930598712694
id984	611.511515476637
id985	851.38539633735
id986	93.19376462777828
id987	118.25276064392365
id988	823.7689283833755
id989	570.2429952843949
id990	895.0847364273803
id991	828.7854173328689
id992	17.172510581738855
id993	725.7607301299981
id994	81.66472643888767
id995	489.27727920385666
id996	417.2916728860344
id997	663.6332443359468
id998	745.3174061405766
id999	211.49026606609002
id1000	321.50867466375433
id1001	69.8951907911889
id1002	677.7780952280642
id1003	682.218628277695
id1004	775.420322314203
id1005	768.8049009448083
id1006	417.9044055449048
id1007	659.2513426389036
id1008	0.1636889367701011
id1009	733.4825107932826
id1010	289.5217623162166
id1011	17.50631327040464
id1012	27.727810769080598
id1013	378.9128154654121
id1014	941.5818191233426
id1015	458.40422416618276
id1016	869.4769631781425
id1017	864.1500761303168
id1018	411.65998066446997
id1019	918.4008728182049
id1020	942.5256737643517
id1021	569.0387039444745
id1022	273.85789641928085
id1023	916.6990584947843
id1024	409.2691106343683
id1025	130.4898381250501
id1026	3.465698404397921
id1027	567.5120712179429
id1028	547.2872743002246
id1029	424.330794203695
id1030	293.2776872298314
id1031	748.8529422157275
id1032	260.00463114331154
id1033	660.9708280719132
id1034	690.2443312610962
id1035	967.6746384490207
id1036	362.90167359391535
id1037	326.6030290061876
id1038	586.1825209327595
id1039	790.2883392868621
id1040	335.7384862944825
id1041	46.38907610942344
id1042	292.55522276315037
id1043	317.33837711700795
id1044	818.1644372701475
id1045	572.0498754320092
id1046	656.8701858229674
id1047	74.21383246658053
id1048	244.25258362210357
id1049	3.5115143012939276
id1050	437.03728327742095
id1051	860.6286249083346
id1052	660.9111947033707
id1053	42.73324034827064
id1054	440.0623386120007
id1055	557.2033395716455
id1056	955.7883842660797
id1057	547.569777078503
id1058	252.7447214865769
id1059	622.2333777951325
id1060	432.2009948239075
id1061	904.4975336486152
id1062	244.58527563799015
id1063	28.43024322187948
id1064	911.7819416682514
id1065	771.2606354837454
id1066	406.8993816990386
id1067	687.2733382511054
id1068	319.954717286188
id1069	553.9691928830352
id1070	507.1703202680157
id1071	987.7123947214324
id1072	15.007772003563291
id1073	577.9088070071808
id1074	983.9657272691321
id1075	936.311022354142
id1076	958.455664267666
id1077	287.2969866242917
id1078	985.2800996013358
id1079	527.5244928934424
id1080	192.53752863739825
id1081	966.4486613880589
id1082	961.9549462642144
id1083	395.6555104115137
id1084	990.1180611831568
id1085	413.2892537297175
id1086	267.86694260373014
id1087	504.13405928812307
id1088	472.91984405580956
id1089	715.8810931623631
id1090	289.8642867117936
id1091	613.1185801026054
id1092	455.92991358035505
id1093	783.6043734929265
id1094	732.9696355284932
id1095	533.0170560956749
id1096	768.9878405511208
id1097	566.86168645028
id1098	820.1577920896043
id1099	719.3789483360495
id1100	330.97638808552466
id1101	962.6506461959502
id1102	331.05483380955303
id1103	593.7095693497349
id1104	807.6999653044699
id1105	248.0764502142143
id1106	600.194909470106
id1107	85.11059178420844
id1108	771.4500976098999
id1109	509.85209512316254
id1110	823.0094035351568
id1111	279.2519390288853
id1112	898.4211950401528
id1113	945.0614506468359
id1114	276.51307392714307
id1115	734.0314923122696
id1116	889.5543320259154
id1117	96.93590016093623
id1118	351.68979052191906
id1119	975.38118494723
id1120	481.0500051230192
id1121	59.12258166697348
id1122	615.8705404505566
id1123	922.0289933317314
id1124	122.70575608483458
id1125	432.8985030356137
id1126	475.9348018563846
id1127	504.62841551536485
id1128	645.3980961197127
id1129	354.0115543136838
id1130	396.9556340317117
id1131	542.5182250542548
id1132	513.4424742238674
id1133	219.3057143341266
id1134	45.94805438609506
id1135	20.477150219136988
id1136	63.22874208158669
id1137	838.0145769843069
id1138	176.66892013373027
id1139	268.18944939953303
id1140	466.44420010118057
id1141	608.5838698104252
id1142	548.9562589604725
id1143	186.7389970283594
id1144	24.359911654479927
id1145	979.1099041643862
id1146	684.8842203402316
id1147	589.301058204635
id1148	799.0701101319255
id1149	887.9578951132769
id1150	804.0496768598964
id1151	927.3027571439064
id1152	518.2387936829836
id1153	100.85037541797493
id1154	851.5950275504377
id1155	158.67402333441015
id1156	151.82137963401055
id1157	361.69246962182467
id1158	135.11095446618958
id1159	281.41352495522744
id1160	552.3936772487092
id1161	56.62744266117403
id1162	720.3522827673441
id1163	103.54443548286463
id1164	75.13409261544923
id1165	654.2927520214926
id1166	400.7384565460532
id1167	149.637565044062
id1168	149.16949743522324
id1169	529.9726659263908
id1170	751.9000007915926
id1171	214.43004202380322
id1172	358.90893521614555
id1173	907.320955164179
id1174	510.07068418027654
id1175	965.6697352720681
id1176	712.1533469364451
id1177	558.5531532884213
id1178	271.9148633299359
id1179	171.16732384310052
id1180	421.1841163445873
id1181	592.4845697436509
id1182	303.417726346907
id1183	579.1391111282771
id1184	703.696242449433
id1185	129.51699221507317
id1186	66.75609546757799
id1187	216.2751928742498
id1188	822.3574710368924
id1189	913.6531576294279
id1190	926.6059512115968
id1191	884.5698113420855
id1192	824.937170296873
id1193	943.8452001674949
id1194	381.1317961673462
id1195	935.8015149934239
id1196	221.36418262809832
id1197	20.45937282904131
id1198	77.94266844427378
id1199	981.6525532778287
id1200	139.73599079283716
id1201	697.3660703495729
id1202	821.5880461955545
id1203	57.808949777633515
id1204	340.2162506264945
id1205	506.1408552504752
id1206	756.7062757113574
id1207	901.9834985323895
id1208	833.9212332477086
id1209	476.0885074867895
id1210	919.7270758962279
id1211	428.6560659130527
id1212	753.3102223372734
id1213	912.278990510798
id1214	392.06885163066687
id1215	187.42687837678284
id1216	551.2590109485515
id1217	113.51040089725895
id1218	359.06058524554817
id1219	577.2301567018754
id1220	567.9089649490103
id1221	213.09099469828018
id1222	481.3569095039161
id1223	855.2570877452431
id1224	497.5494679904311
id1225	607.5583987673311
id1226	119.4045954657349
id1227	527.2880795332211
id1228	312.20418239376755
id1229	501.9313396857457
id1230	116.55690903549576
id1231	535.2371173923634
id1232	754.2568904374182
id1233	944.8151383450642
id1234	42.72218540054651
id1235	768.0609700717444
id1236	597.3657740692931
id1237	352.6590896611642
id1238	27.971590529724534
id1239	813.7890054712318
id1240	493.07973722658807
id1241	929.6905567342761
id1242	574.3200076438774
id1243	543.2797436253393
id1244	369.98407663243916
id1245	578.5269484063934
id1246	23.93349780726983
id1247	70.41300678976282
id1248	32.86687975594105
id1249	866.1931060344778
id1250	683.3052579985966
id1251	868.7768991694626
id1252	821.3116894492999
id1253	361.24887856272017
